aqi,co,day,hour,main_pollutant,name_1,name_2,no2,o3,pm10,pm25,so2
52,0.5,2018年10月12日05时,110000,PM10,北京市,北京市,54,2,53,16,2
74,1.1,2018年10月12日05时,120000,PM2.5,天津市,天津市,77,2,80,54,13
93,1.1,2018年10月12日05时,130100,PM10,石家庄市,石家庄市,79,3,135,64,16
66,0.7,2018年10月12日05时,130200,PM10,唐山市,唐山市,58,5,81,41,49
64,1.2,2018年10月12日05时,130300,PM10,秦皇岛市,秦皇岛市,50,7,77,25,27
109,1.9,2018年10月12日05时,130400,PM10,邯郸市,邯郸市,80,5,167,80,30
98,0.8,2018年10月12日05时,130500,PM10,邢台市,邢台市,63,3,146,54,18
84,0.9,2018年10月12日05时,130600,PM10,保定市,保定市,59,4,117,57,12
49,0.7,2018年10月12日05时,130800,―,承德市,承德市,38,4,49,18,8
77,0.6,2018年10月12日05时,130900,PM2.5,沧州市,沧州市,75,5,99,56,36
68,0.7,2018年10月12日05时,131000,PM2.5,廊坊市,廊坊市,58,1,76,49,6
77,0.7,2018年10月12日05时,131100,PM2.5,衡水市,衡水市,62,19,79,56,8
26,0.3,2018年10月12日05时,131200,―,张家口市,张家口市,11,40,18,18,7
91,1.0,2018年10月12日05时,140100,PM10,太原市,太原市,69,7,132,55,23
72,3.0,2018年10月12日05时,140200,PM10,大同市,大同市,37,8,93,32,50
81,1.1,2018年10月12日05时,140300,PM10,阳泉市,阳泉市,59,11,111,58,20
72,2.0,2018年10月12日05时,140400,"PM10,PM2.5",长治市,长治市,53,22,93,52,8
102,1.6,2018年10月12日05时,140500,PM10,晋城市,晋城市,83,7,154,69,19
111,1.0,2018年10月12日05时,140600,PM10,朔州市,朔州市,56,6,172,42,38
71,1.1,2018年10月12日05时,140700,PM10,晋中市,晋中市,66,13,91,44,16
65,0.7,2018年10月12日05时,140800,PM10,运城市,运城市,42,65,80,38,13
56,0.7,2018年10月12日05时,140900,PM10,忻州市,忻州市,50,3,62,29,34
83,1.0,2018年10月12日05时,141000,PM10,临汾市,临汾市,71,16,116,49,25
64,0.7,2018年10月12日05时,141100,PM10,吕梁市,吕梁市,52,6,78,33,22
73,0.9,2018年10月12日05时,150100,PM10,呼和浩特市,呼和浩特市,64,3,96,31,13
104,2.1,2018年10月12日05时,150200,PM2.5,包头市,包头市,64,3,141,78,23
60,0.7,2018年10月12日05时,150300,PM10,乌海市,乌海市,31,15,70,36,9
60,0.4,2018年10月12日05时,150400,PM10,赤峰市,赤峰市,30,6,69,26,22
43,0.4,2018年10月12日05时,150500,―,通辽市,通辽市,20,32,43,19,5
