aqi,co,day,hour,main_pollutant,name_1,name_2,no2,o3,pm10,pm25,so2
42,0.5,2018年10月12日07时,110000,―,北京市,北京市,50,1,42,13,2
74,1.9,2018年10月12日07时,120000,PM2.5,天津市,天津市,78,3,84,54,16
84,1.2,2018年10月12日07时,130100,PM10,石家庄市,石家庄市,80,2,118,57,16
73,1.1,2018年10月12日07时,130200,PM2.5,唐山市,唐山市,73,6,88,53,38
64,1.4,2018年10月12日07时,130300,PM10,秦皇岛市,秦皇岛市,56,7,78,27,29
130,2.5,2018年10月12日07时,130400,PM10,邯郸市,邯郸市,78,6,210,87,26
95,0.9,2018年10月12日07时,130500,PM10,邢台市,邢台市,56,3,139,46,17
93,1.0,2018年10月12日07时,130600,PM10,保定市,保定市,57,5,136,62,14
61,0.8,2018年10月12日07时,130800,PM10,承德市,承德市,37,4,71,21,8
78,0.8,2018年10月12日07时,130900,PM2.5,沧州市,沧州市,73,8,86,57,49
68,0.8,2018年10月12日07时,131000,PM2.5,廊坊市,廊坊市,60,2,82,49,7
70,0.7,2018年10月12日07时,131100,PM2.5,衡水市,衡水市,64,16,75,51,8
23,0.4,2018年10月12日07时,131200,―,张家口市,张家口市,13,36,23,14,7
87,0.9,2018年10月12日07时,140100,PM10,太原市,太原市,62,9,124,53,25
80,3.4,2018年10月12日07时,140200,PM10,大同市,大同市,38,4,110,37,39
85,1.3,2018年10月12日07时,140300,PM10,阳泉市,阳泉市,56,11,119,56,18
87,1.7,2018年10月12日07时,140400,PM10,长治市,长治市,54,12,123,59,7
105,2.4,2018年10月12日07时,140500,PM10,晋城市,晋城市,74,7,160,71,20
105,1.1,2018年10月12日07时,140600,PM10,朔州市,朔州市,52,7,160,42,45
68,1.2,2018年10月12日07时,140700,PM10,晋中市,晋中市,62,11,86,43,14
71,0.7,2018年10月12日07时,140800,PM10,运城市,运城市,55,48,91,41,14
56,0.9,2018年10月12日07时,140900,PM10,忻州市,忻州市,44,4,62,27,29
81,1.6,2018年10月12日07时,141000,PM10,临汾市,临汾市,76,10,112,46,73
62,0.8,2018年10月12日07时,141100,PM10,吕梁市,吕梁市,55,6,73,27,20
72,1.1,2018年10月12日07时,150100,PM10,呼和浩特市,呼和浩特市,62,4,94,33,14
89,2.0,2018年10月12日07时,150200,PM2.5,包头市,包头市,62,2,122,66,28
57,0.7,2018年10月12日07时,150300,PM10,乌海市,乌海市,30,10,64,38,7
63,0.8,2018年10月12日07时,150400,PM10,赤峰市,赤峰市,43,4,75,29,22
63,0.8,2018年10月12日07时,150500,PM10,通辽市,通辽市,29,19,76,27,5
49,0.7,2018年10月12日07时,150600,―,鄂尔多斯市,鄂尔多斯市,56,16,49,14,12
23,0.2,2018年10月12日07时,150700,―,呼伦贝尔市,呼伦贝尔市,12,38,20,16,2
58,0.9,2018年10月12日07时,150800,PM10,巴彦淖尔市,巴彦淖尔市,42,28,66,36,15
39,1.2,2018年10月12日07时,150900,―,乌兰察布市,乌兰察布市,61,8,39,20,19
29,0.4,2018年10月12日07时,152200,―,兴安盟,兴安盟,28,8,27,20,4
20,0.3,2018年10月12日07时,152500,―,锡林郭勒盟,锡林郭勒盟,18,22,20,10,8
34,0.5,2018年10月12日07时,152900,―,阿拉善盟,阿拉善盟,8,107,27,22,8
65,2.0,2018年10月12日07时,210100,PM10,沈阳市,沈阳市,42,6,80,45,30
27,0.6,2018年10月12日07时,210200,―,大连市,大连市,35,36,27,15,6
42,0.4,2018年10月12日07时,210281,―,瓦房店市,瓦房店市,30,16,42,18,5
52,0.9,2018年10月12日07时,210300,PM10,鞍山市,鞍山市,38,28,53,23,9
47,1.0,2018年10月12日07时,210400,―,抚顺市,抚顺市,21,8,47,30,14
53,1.5,2018年10月12日07时,210500,PM2.5,本溪市,本溪市,25,7,53,37,10
50,1.1,2018年10月12日07时,210600,―,丹东市,丹东市,26,8,50,32,16
62,1.1,2018年10月12日07时,210700,PM10,锦州市,锦州市,36,6,74,36,25
54,0.6,2018年10月12日07时,210800,PM10,营口市,营口市,38,20,58,27,5
56,1.6,2018年10月12日07时,210900,PM10,阜新市,阜新市,32,9,62,33,20
48,0.7,2018年10月12日07时,211000,―,辽阳市,辽阳市,32,19,31,33,14
32,0.9,2018年10月12日07时,211100,―,盘锦市,盘锦市,39,16,32,18,12
58,1.0,2018年10月12日07时,211200,PM2.5,铁岭市,铁岭市,32,7,64,41,12
69,1.0,2018年10月12日07时,211300,PM10,朝阳市,朝阳市,34,9,88,43,32
63,1.1,2018年10月12日07时,211400,PM10,葫芦岛市,葫芦岛市,42,5,75,41,20
51,1.0,2018年10月12日07时,220100,PM10,长春市,长春市,43,9,52,24,10
29,0.7,2018年10月12日07时,220200,―,吉林市,吉林市,28,10,29,17,10
45,0.6,2018年10月12日07时,220300,―,四平市,四平市,47,13,45,27,11
30,1.0,2018年10月12日07时,220400,―,辽源市,辽源市,37,14,30,15,6
26,2.0,2018年10月12日07时,220500,―,通化市,通化市,18,2,26,14,11
26,1.0,2018年10月12日07时,220600,―,白山市,白山市,20,6,25,18,12
33,0.4,2018年10月12日07时,220700,―,松原市,松原市,12,26,33,13,2
34,0.5,2018年10月12日07时,220800,―,白城市,白城市,30,10,34,19,10
30,0.4,2018年10月12日07时,222400,―,延边州,延边州,20,17,21,21,4
45,0.5,2018年10月12日07时,230100,―,哈尔滨市,哈尔滨市,40,17,45,19,12
46,0.7,2018年10月12日07时,230200,―,齐齐哈尔市,齐齐哈尔市,33,20,46,19,19
41,0.4,2018年10月12日07时,230300,―,鸡西市,鸡西市,20,15,41,19,3
20,0.5,2018年10月12日07时,230400,―,鹤岗市,鹤岗市,12,52,19,14,8
54,1.4,2018年10月12日07时,230500,PM10,双鸭山市,双鸭山市,34,11,58,21,8
31,0.6,2018年10月12日07时,230600,―,大庆市,大庆市,21,19,31,15,6
28,0.2,2018年10月12日07时,230700,―,伊春市,伊春市,18,8,28,8,2
30,0.7,2018年10月12日07时,230800,―,佳木斯市,佳木斯市,29,20,30,14,7
51,0.4,2018年10月12日07时,230900,PM10,七台河市,七台河市,38,10,52,20,10
33,0.4,2018年10月12日07时,231000,―,牡丹江市,牡丹江市,18,9,33,20,2
37,0.5,2018年10月12日07时,231100,―,黑河市,黑河市,19,6,37,12,30
43,0.4,2018年10月12日07时,231200,―,绥化市,绥化市,18,26,28,30,5
61,0.3,2018年10月12日07时,232700,PM10,大兴安岭地区,大兴安岭地区,16,24,72,22,40
47,0.6,2018年10月12日07时,310000,―,上海市,上海市,74,36,47,21,8
58,0.5,2018年10月12日07时,320100,PM10,南京市,南京市,51,30,65,30,7
59,1.0,2018年10月12日07时,320200,PM10,无锡市,无锡市,71,17,67,38,19
47,0.6,2018年10月12日07时,320281,―,江阴市,江阴市,51,61,47,31,14
42,1.3,2018年10月12日07时,320282,―,宜兴市,宜兴市,64,8,38,29,18
102,0.8,2018年10月12日07时,320300,PM2.5,徐州市,徐州市,79,8,134,76,16
77,0.8,2018年10月12日07时,320400,PM2.5,常州市,常州市,81,15,85,56,17
64,0.9,2018年10月12日07时,320481,PM2.5,溧阳市,溧阳市,53,28,58,46,6
99,1.0,2018年10月12日07时,320482,PM2.5,金坛市,金坛市,82,20,80,74,14
47,0.5,2018年10月12日07时,320500,―,苏州市,苏州市,74,33,47,31,9
44,0.7,2018年10月12日07时,320581,―,常熟市,常熟市,72,64,44,30,20
58,0.5,2018年10月12日07时,320582,PM10,张家港市,张家港市,109,28,66,29,11
47,0.8,2018年10月12日07时,320583,―,昆山市,昆山市,72,41,47,30,15
59,0.8,2018年10月12日07时,320584,PM2.5,吴江市,吴江市,64,56,63,42,12
51,0.6,2018年10月12日07时,320585,PM10,太仓市,太仓市,64,62,52,31,12
50,0.4,2018年10月12日07时,320600,―,南通市,南通市,36,58,45,35,16
51,0.6,2018年10月12日07时,320684,PM10,海门市,海门市,40,56,52,34,20
89,0.9,2018年10月12日07时,320700,PM2.5,连云港市,连云港市,65,8,82,66,18
64,0.9,2018年10月12日07时,320800,PM2.5,淮安市,淮安市,68,21,74,46,9
72,1.1,2018年10月12日07时,320900,PM2.5,盐城市,盐城市,57,28,73,52,9
97,0.8,2018年10月12日07时,321000,PM2.5,扬州市,扬州市,74,17,92,72,11
77,0.7,2018年10月12日07时,321100,PM2.5,镇江市,镇江市,62,18,62,56,8
62,0.6,2018年10月12日07时,321183,PM10,句容市,句容市,18,28,73,40,4
70,0.9,2018年10月12日07时,321200,PM2.5,泰州市,泰州市,46,32,76,51,11
88,0.8,2018年10月12日07时,321300,PM2.5,宿迁市,宿迁市,55,36,72,65,16
54,0.8,2018年10月12日07时,330100,PM10,杭州市,杭州市,58,11,58,29,11
63,0.8,2018年10月12日07时,330183,PM10,富阳市,富阳市,41,29,75,44,19
59,0.8,2018年10月12日07时,330185,PM10,临安市,临安市,37,24,68,30,5
36,0.6,2018年10月12日07时,330200,―,宁波市,宁波市,44,42,36,19,12
44,0.5,2018年10月12日07时,330300,―,温州市,温州市,54,18,44,24,10
53,0.7,2018年10月12日07时,330400,PM10,嘉兴市,嘉兴市,41,52,55,35,6
50,0.7,2018年10月12日07时,330500,―,湖州市,湖州市,65,4,50,23,10
38,1.1,2018年10月12日07时,330681,―,诸暨市,诸暨市,30,6,38,24,6
42,0.5,2018年10月12日07时,330700,―,金华市,金华市,29,25,35,29,9
43,0.7,2018年10月12日07时,330782,―,义乌市,义乌市,57,4,43,22,10
50,0.6,2018年10月12日07时,330800,―,衢州市,衢州市,51,30,50,26,12
24,0.6,2018年10月12日07时,330900,―,舟山市,舟山市,20,70,24,9,4
37,0.5,2018年10月12日07时,331000,―,台州市,台州市,31,50,37,15,7
