aqi,co,day,hour,main_pollutant,name_1,name_2,no2,o3,pm10,pm25,so2
55,0.6,2018年10月12日04时,110000,PM10,北京市,北京市,58,3,60,17,2
73,0.9,2018年10月12日04时,120000,PM2.5,天津市,天津市,76,2,78,53,13
107,1.0,2018年10月12日04时,130100,PM10,石家庄市,石家庄市,82,3,164,74,16
66,0.6,2018年10月12日04时,130200,PM10,唐山市,唐山市,58,5,82,40,33
62,1.1,2018年10月12日04时,130300,PM10,秦皇岛市,秦皇岛市,50,8,73,28,26
97,0.8,2018年10月12日04时,130400,PM2.5,邯郸市,邯郸市,80,5,141,72,29
103,0.8,2018年10月12日04时,130500,PM10,邢台市,邢台市,65,3,155,56,20
86,0.9,2018年10月12日04时,130600,PM10,保定市,保定市,64,4,121,56,13
42,0.6,2018年10月12日04时,130800,―,承德市,承德市,39,4,42,17,7
78,0.7,2018年10月12日04时,130900,PM2.5,沧州市,沧州市,76,5,94,57,30
62,0.7,2018年10月12日04时,131000,PM10,廊坊市,廊坊市,59,2,74,40,6
67,0.6,2018年10月12日04时,131100,PM2.5,衡水市,衡水市,57,26,71,48,6
28,0.3,2018年10月12日04时,131200,―,张家口市,张家口市,12,40,28,12,8
92,1.0,2018年10月12日04时,140100,PM10,太原市,太原市,70,6,134,55,23
68,3.6,2018年10月12日04时,140200,PM10,大同市,大同市,36,8,86,33,42
86,1.0,2018年10月12日04时,140300,PM10,阳泉市,阳泉市,60,12,122,57,18
67,2.2,2018年10月12日04时,140400,PM10,长治市,长治市,38,45,83,45,9
97,1.3,2018年10月12日04时,140500,PM10,晋城市,晋城市,87,7,143,64,20
114,0.9,2018年10月12日04时,140600,PM10,朔州市,朔州市,55,6,177,44,33
72,1.0,2018年10月12日04时,140700,PM10,晋中市,晋中市,62,19,94,44,16
66,0.6,2018年10月12日04时,140800,PM10,运城市,运城市,27,79,82,34,13
54,0.7,2018年10月12日04时,140900,PM10,忻州市,忻州市,51,3,57,25,38
77,0.9,2018年10月12日04时,141000,PM10,临汾市,临汾市,70,18,103,45,27
65,0.7,2018年10月12日04时,141100,PM10,吕梁市,吕梁市,49,6,79,37,22
67,0.9,2018年10月12日04时,150100,PM10,呼和浩特市,呼和浩特市,62,3,84,33,12
110,2.2,2018年10月12日04时,150200,PM2.5,包头市,包头市,66,4,149,83,22
58,0.8,2018年10月12日04时,150300,PM10,乌海市,乌海市,36,14,65,37,9
62,0.4,2018年10月12日04时,150400,PM10,赤峰市,赤峰市,32,6,74,25,23
42,0.5,2018年10月12日04时,150500,―,通辽市,通辽市,17,37,42,24,5
50,0.6,2018年10月12日04时,150600,―,鄂尔多斯市,鄂尔多斯市,48,21,50,14,17
16,0.2,2018年10月12日04时,150700,―,呼伦贝尔市,呼伦贝尔市,7,42,15,11,2
55,0.8,2018年10月12日04时,150800,"PM10,PM2.5",巴彦淖尔市,巴彦淖尔市,24,47,60,39,10
38,1.0,2018年10月12日04时,150900,―,乌兰察布市,乌兰察布市,67,8,38,19,20
35,0.4,2018年10月12日04时,152200,―,兴安盟,兴安盟,23,9,35,22,3
16,0.2,2018年10月12日04时,152500,―,锡林郭勒盟,锡林郭勒盟,14,30,16,8,7
40,0.4,2018年10月12日04时,152900,―,阿拉善盟,阿拉善盟,5,110,40,21,8
71,1.7,2018年10月12日04时,210100,PM10,沈阳市,沈阳市,47,5,92,50,54
18,0.5,2018年10月12日04时,210200,―,大连市,大连市,28,41,18,8,5
32,0.4,2018年10月12日04时,210281,―,瓦房店市,瓦房店市,15,35,32,17,4
40,0.8,2018年10月12日04时,210300,―,鞍山市,鞍山市,20,40,40,18,13
55,0.8,2018年10月12日04时,210400,PM10,抚顺市,抚顺市,24,6,60,34,12
45,1.3,2018年10月12日04时,210500,―,本溪市,本溪市,27,5,45,29,8
36,0.9,2018年10月12日04时,210600,―,丹东市,丹东市,22,7,36,22,13
58,0.8,2018年10月12日04时,210700,PM10,锦州市,锦州市,35,4,65,31,13
56,0.8,2018年10月12日04时,210800,PM10,营口市,营口市,33,23,61,29,5
53,1.1,2018年10月12日04时,210900,PM10,阜新市,阜新市,27,11,56,25,11
46,0.6,2018年10月12日04时,211000,―,辽阳市,辽阳市,20,26,46,26,14
39,0.7,2018年10月12日04时,211100,―,盘锦市,盘锦市,40,17,39,13,11
62,0.8,2018年10月12日04时,211200,PM10,铁岭市,铁岭市,33,8,73,42,12
