aqi,co,day,hour,main_pollutant,name_1,name_2,no2,o3,pm10,pm25,so2
16,0.3,2018年10月11日11时,110000,―,北京市,北京市,16,49,15,6,3
19,0.4,2018年10月11日11时,120000,―,天津市,天津市,14,60,14,7,5
61,0.9,2018年10月11日11时,130100,PM10,石家庄市,石家庄市,38,45,71,32,15
42,0.5,2018年10月11日11时,130200,―,唐山市,唐山市,18,52,42,15,18
20,0.2,2018年10月11日11时,130300,―,秦皇岛市,秦皇岛市,8,62,17,8,7
83,0.7,2018年10月11日11时,130400,PM10,邯郸市,邯郸市,56,38,116,45,31
61,0.6,2018年10月11日11时,130500,PM10,邢台市,邢台市,45,53,72,36,37
34,0.4,2018年10月11日11时,130600,―,保定市,保定市,30,45,34,18,21
38,0.7,2018年10月11日11时,130800,―,承德市,承德市,22,46,38,11,16
20,0.4,2018年10月11日11时,130900,―,沧州市,沧州市,13,64,19,9,9
53,0.3,2018年10月11日11时,131000,PM10,廊坊市,廊坊市,21,50,55,10,4
32,0.4,2018年10月11日11时,131100,―,衡水市,衡水市,16,56,32,20,4
33,0.4,2018年10月11日11时,131200,―,张家口市,张家口市,15,49,33,9,10
61,0.8,2018年10月11日11时,140100,PM10,太原市,太原市,34,43,71,23,25
52,1.6,2018年10月11日11时,140200,PM10,大同市,大同市,14,56,54,34,23
76,1.0,2018年10月11日11时,140300,PM10,阳泉市,阳泉市,54,38,102,44,34
78,1.1,2018年10月11日11时,140400,PM10,长治市,长治市,38,62,106,41,12
66,1.6,2018年10月11日11时,140500,PM10,晋城市,晋城市,37,84,82,46,19
59,0.7,2018年10月11日11时,140600,PM10,朔州市,朔州市,20,56,67,24,22
70,1.0,2018年10月11日11时,140700,PM10,晋中市,晋中市,42,46,89,37,18
72,0.7,2018年10月11日11时,140800,PM10,运城市,运城市,20,85,93,37,14
44,0.6,2018年10月11日11时,140900,―,忻州市,忻州市,32,39,44,20,25
70,1.3,2018年10月11日11时,141000,PM10,临汾市,临汾市,50,45,90,36,49
62,0.8,2018年10月11日11时,141100,PM10,吕梁市,吕梁市,28,46,73,19,19
40,0.7,2018年10月11日11时,150100,―,呼和浩特市,呼和浩特市,18,54,40,12,9
60,0.8,2018年10月11日11时,150200,PM10,包头市,包头市,29,46,69,32,30
71,1.1,2018年10月11日11时,150300,PM10,乌海市,乌海市,45,40,92,31,74
21,0.3,2018年10月11日11时,150400,―,赤峰市,赤峰市,9,45,21,10,6
34,0.2,2018年10月11日11时,150500,―,通辽市,通辽市,10,56,34,12,9
53,0.6,2018年10月11日11时,150600,PM10,鄂尔多斯市,鄂尔多斯市,22,60,55,15,13
15,0.5,2018年10月11日11时,150700,―,呼伦贝尔市,呼伦贝尔市,13,48,12,8,4
46,0.6,2018年10月11日11时,150800,―,巴彦淖尔市,巴彦淖尔市,14,61,46,20,21
21,0.3,2018年10月11日11时,150900,―,乌兰察布市,乌兰察布市,14,66,18,14,18
20,0.3,2018年10月11日11时,152200,―,兴安盟,兴安盟,5,57,20,9,2
25,0.3,2018年10月11日11时,152500,―,锡林郭勒盟,锡林郭勒盟,14,42,25,7,25
37,0.6,2018年10月11日11时,152900,―,阿拉善盟,阿拉善盟,16,116,28,23,13
44,0.6,2018年10月11日11时,210100,―,沈阳市,沈阳市,32,28,44,19,15
20,0.4,2018年10月11日11时,210200,―,大连市,大连市,8,64,15,5,5
16,0.1,2018年10月11日11时,210281,―,瓦房店市,瓦房店市,11,49,14,10,6
46,2.4,2018年10月11日11时,210300,―,鞍山市,鞍山市,33,36,46,23,32
72,0.9,2018年10月11日11时,210400,PM10,抚顺市,抚顺市,41,24,93,45,30
78,3.1,2018年10月11日11时,210500,PM10,本溪市,本溪市,44,16,106,55,39
26,0.6,2018年10月11日11时,210600,―,丹东市,丹东市,13,46,26,13,14
31,0.4,2018年10月11日11时,210700,―,锦州市,锦州市,8,60,31,6,9
19,0.1,2018年10月11日11时,210800,―,营口市,营口市,10,58,14,6,5
20,0.2,2018年10月11日11时,210900,―,阜新市,阜新市,6,61,13,3,6
31,0.6,2018年10月11日11时,211000,―,辽阳市,辽阳市,15,43,31,15,15
19,0.4,2018年10月11日11时,211100,―,盘锦市,盘锦市,10,60,18,8,12
25,0.6,2018年10月11日11时,211200,―,铁岭市,铁岭市,12,44,25,12,8
19,0.5,2018年10月11日11时,211300,―,朝阳市,朝阳市,6,60,16,8,7
21,0.4,2018年10月11日11时,211400,―,葫芦岛市,葫芦岛市,8,60,21,3,16
24,0.5,2018年10月11日11时,220100,―,长春市,长春市,17,30,24,8,5
19,0.5,2018年10月11日11时,220200,―,吉林市,吉林市,13,23,18,13,8
38,1.0,2018年10月11日11时,220300,―,四平市,四平市,10,38,38,17,6
