aqi,co,day,hour,main_pollutant,name_1,name_2,no2,o3,pm10,pm25,so2
38,0.5,2018年10月11日08时,110000,―,北京市,北京市,46,11,38,11,3
34,0.6,2018年10月11日08时,120000,―,天津市,天津市,44,18,34,13,6
80,1.1,2018年10月11日08时,130100,PM10,石家庄市,石家庄市,65,5,109,42,16
54,0.7,2018年10月11日08时,130200,PM10,唐山市,唐山市,51,16,57,28,71
38,0.6,2018年10月11日08时,130300,―,秦皇岛市,秦皇岛市,42,19,38,13,14
102,4.7,2018年10月11日08时,130400,PM10,邯郸市,邯郸市,68,12,154,61,37
63,0.6,2018年10月11日08时,130500,PM10,邢台市,邢台市,45,17,76,28,12
78,0.8,2018年10月11日08时,130600,PM10,保定市,保定市,47,7,105,39,9
52,0.6,2018年10月11日08时,130800,PM10,承德市,承德市,33,11,54,18,10
32,0.7,2018年10月11日08时,130900,―,沧州市,沧州市,40,29,32,21,14
29,0.4,2018年10月11日08时,131000,―,廊坊市,廊坊市,50,13,29,12,4
77,0.8,2018年10月11日08时,131100,PM2.5,衡水市,衡水市,47,13,97,56,16
28,0.4,2018年10月11日08时,131200,―,张家口市,张家口市,17,32,28,13,8
69,0.9,2018年10月11日08时,140100,PM10,太原市,太原市,49,13,88,31,23
62,4.0,2018年10月11日08时,140200,PM10,大同市,大同市,32,10,74,24,48
79,1.1,2018年10月11日08时,140300,PM10,阳泉市,阳泉市,53,8,108,46,31
68,1.5,2018年10月11日08时,140400,PM10,长治市,长治市,37,15,85,37,14
91,2.7,2018年10月11日08时,140500,PM10,晋城市,晋城市,64,14,132,59,29
95,1.0,2018年10月11日08时,140600,PM10,朔州市,朔州市,46,10,139,35,40
64,1.2,2018年10月11日08时,140700,PM10,晋中市,晋中市,57,10,77,36,19
70,1.9,2018年10月11日08时,140800,PM10,运城市,运城市,57,18,89,41,33
52,0.8,2018年10月11日08时,140900,PM10,忻州市,忻州市,47,9,53,20,32
77,1.2,2018年10月11日08时,141000,PM10,临汾市,临汾市,59,15,103,37,47
67,1.0,2018年10月11日08时,141100,PM10,吕梁市,吕梁市,41,7,84,23,16
42,1.1,2018年10月11日08时,150100,―,呼和浩特市,呼和浩特市,46,10,42,17,11
65,1.5,2018年10月11日08时,150200,PM10,包头市,包头市,49,5,80,43,20
63,1.4,2018年10月11日08时,150300,PM10,乌海市,乌海市,59,20,76,32,102
33,0.5,2018年10月11日08时,150400,―,赤峰市,赤峰市,32,17,33,9,11
56,1.3,2018年10月11日08时,150500,PM10,通辽市,通辽市,24,24,62,24,8
33,0.9,2018年10月11日08时,150600,―,鄂尔多斯市,鄂尔多斯市,52,12,33,13,19
20,0.4,2018年10月11日08时,150700,―,呼伦贝尔市,呼伦贝尔市,22,19,19,14,2
56,0.9,2018年10月11日08时,150800,PM10,巴彦淖尔市,巴彦淖尔市,34,20,62,27,9
27,0.6,2018年10月11日08时,150900,―,乌兰察布市,乌兰察布市,44,14,27,12,20
33,0.4,2018年10月11日08时,152200,―,兴安盟,兴安盟,33,16,33,21,7
14,0.3,2018年10月11日08时,152500,―,锡林郭勒盟,锡林郭勒盟,7,38,14,2,6
32,0.6,2018年10月11日08时,152900,―,阿拉善盟,阿拉善盟,15,89,24,22,9
57,0.8,2018年10月11日08时,210100,PM10,沈阳市,沈阳市,34,7,64,35,19
25,0.7,2018年10月11日08时,210200,―,大连市,大连市,34,26,25,11,8
69,1.4,2018年10月11日08时,210281,PM10,瓦房店市,瓦房店市,48,3,88,37,16
72,2.2,2018年10月11日08时,210300,PM10,鞍山市,鞍山市,41,10,93,48,18
66,1.0,2018年10月11日08时,210400,PM10,抚顺市,抚顺市,29,8,82,47,22
68,2.3,2018年10月11日08时,210500,PM2.5,本溪市,本溪市,23,7,72,49,12
42,1.2,2018年10月11日08时,210600,―,丹东市,丹东市,24,9,42,24,18
42,0.6,2018年10月11日08时,210700,―,锦州市,锦州市,28,21,42,14,13
